member_id,member_age,membership_tenure_years,annual_contribution_amount,super_balance,investment_return_percent,withdrawal_frequency_per_year,portal_login_frequency,customer_support_calls,insurance_opt_in,investment_plan_type,employer_category,mobile_app_usage,financial_adviser_interaction,risk_profile,churn
MSA102288,57,13,30965.15,1696123.26,14.18,8,5,5,No,Growth,Self Employed,Medium,8,Medium Risk,0
MSA102289,69,10,25016.18,480698.03,-6.55,3,53,2,Yes,High Growth,Self Employed,Low,3,Medium Risk,0
MSA102290,34,15,33499.24,4307191.52,16.85,5,54,12,No,High Growth,Corporate,High,3,Low Risk,0
MSA102291,49,13,22779.28,4563586.19,-4.44,5,42,6,Yes,Conservative,Government,High,2,Medium Risk,0
MSA102292,69,23,25621.75,784434.05,-8.82,4,55,14,No,Balanced,SME,High,4,Medium Risk,0
MSA102293,73,22,16727.68,2440498.73,-5.25,10,45,13,Yes,Balanced,Private,Low,4,High Risk,1
MSA102294,30,22,18194.46,4789033.25,-4.28,7,26,3,No,High Growth,SME,Low,9,Low Risk,0
MSA102295,59,21,31331.41,896559.85,5.26,6,14,2,Yes,High Growth,Private,Medium,6,Medium Risk,0
MSA102296,50,22,21015.89,1705593.77,3.5,6,39,13,Yes,Growth,Corporate,High,6,Low Risk,0
MSA102297,49,9,19239.93,1561993.52,11.48,2,29,6,Yes,High Growth,SME,High,5,Low Risk,0
MSA102298,35,9,10321.31,236002.65,-8.47,4,52,10,No,Growth,Corporate,High,3,Low Risk,0
MSA102299,51,15,31585.25,458558.51,4.93,7,6,10,Yes,High Growth,Corporate,High,6,Medium Risk,0
MSA102300,47,10,36101.13,5002424.49,-0.03,9,7,6,Yes,Balanced,SME,Low,1,Medium Risk,1
MSA102301,37,24,23138.5,2884321.41,8.92,8,37,3,No,Conservative,SME,Medium,8,Low Risk,0
MSA102302,68,10,31244.9,1582414.19,-8.69,4,53,11,Yes,High Growth,Private,Low,6,Low Risk,1
MSA102303,61,8,28548.57,2032241.57,-8.95,5,18,6,Yes,Growth,Self Employed,Medium,1,Medium Risk,0
MSA102304,62,24,28744.5,3726649.5,2.82,2,23,10,Yes,Conservative,Corporate,High,9,Low Risk,0
MSA102305,45,16,17030.55,2068436.16,14.34,2,44,13,Yes,Growth,Government,High,1,Low Risk,0
MSA102306,41,17,23437.67,1310717.0,10.13,5,38,1,Yes,Growth,Private,High,5,High Risk,0
MSA102307,67,5,24262.08,797800.84,-9.5,6,59,0,Yes,Conservative,Private,High,6,Medium Risk,0
MSA102308,63,4,28316.12,3778115.41,-4.65,3,1,11,Yes,Conservative,Self Employed,High,8,Medium Risk,1
MSA102309,43,18,13692.67,1007204.83,-3.2,7,4,14,Yes,Conservative,Self Employed,Low,3,Medium Risk,1
MSA102310,65,24,33494.2,568509.94,2.69,7,51,1,Yes,High Growth,Corporate,Medium,7,Low Risk,0
MSA102311,62,19,17507.44,2285332.51,7.6,4,44,3,Yes,Conservative,Private,Low,9,Medium Risk,0
MSA102312,52,4,43260.45,481044.26,-3.51,8,47,7,Yes,High Growth,Private,High,1,High Risk,0
MSA102313,74,7,21386.3,4911471.39,1.48,3,35,2,No,Balanced,Government,Medium,5,Low Risk,0
MSA102314,31,10,15661.28,3403377.19,7.52,6,23,14,Yes,Balanced,Corporate,Medium,3,High Risk,0
MSA102315,70,18,27256.2,875980.21,1.5,8,27,9,No,Growth,Corporate,High,7,High Risk,0
MSA102316,50,19,14679.95,972927.73,-5.7,6,26,14,No,Growth,Self Employed,Medium,8,High Risk,0
MSA102317,31,4,21148.7,2891412.98,4.75,9,52,5,No,High Growth,Corporate,Low,1,High Risk,0
MSA102318,56,10,23943.22,1937798.5,-0.28,2,8,5,Yes,Growth,Government,Low,6,Medium Risk,1
MSA102319,38,1,13290.6,4004474.38,15.93,6,43,12,No,Balanced,Corporate,Low,6,Low Risk,1
MSA102320,30,23,15254.49,2994644.1,13.27,6,16,8,Yes,High Growth,SME,Low,7,Medium Risk,0
MSA102321,40,18,29302.56,2258705.68,-4.29,7,41,8,Yes,High Growth,SME,Medium,4,Medium Risk,0
MSA102322,32,5,16834.04,5034258.23,-5.42,9,3,3,No,Conservative,Government,Low,2,Medium Risk,1
MSA102323,52,15,35565.42,2052187.83,0.43,8,32,8,No,High Growth,Self Employed,Medium,0,Medium Risk,0
MSA102324,55,17,28704.79,2059601.07,2.37,8,5,14,Yes,Growth,Private,High,3,Low Risk,0
MSA102325,33,3,25180.63,3351787.48,17.96,4,20,14,Yes,Balanced,Corporate,Low,2,Medium Risk,0
MSA102326,47,12,20382.2,4148257.99,-0.95,4,14,12,Yes,Growth,Self Employed,High,1,Low Risk,0
MSA102327,35,2,31336.52,3202878.2,16.03,7,32,5,Yes,Balanced,Self Employed,Low,5,Medium Risk,0
MSA102328,64,1,31290.65,3733426.6,5.16,6,26,1,Yes,Conservative,Corporate,High,6,Medium Risk,0
MSA102329,51,23,18433.66,1964241.26,16.57,10,47,9,Yes,Balanced,Private,High,9,High Risk,0
MSA102330,72,21,19710.19,2592561.34,11.06,3,6,13,Yes,Conservative,Corporate,High,6,Medium Risk,0
MSA102331,44,17,17524.84,1097517.68,11.25,4,59,10,Yes,Growth,Private,High,7,High Risk,0
MSA102332,51,22,17807.23,3631098.13,5.56,6,58,5,Yes,Conservative,Government,High,1,Medium Risk,0
MSA102333,66,16,16061.67,1263520.11,15.21,9,36,1,No,High Growth,Private,Medium,9,Medium Risk,0
MSA102334,71,5,37044.65,99013.14,-2.37,9,40,7,Yes,High Growth,Self Employed,Medium,5,Low Risk,0
MSA102335,41,15,28401.6,4722929.49,17.22,4,51,3,Yes,Balanced,Government,Low,5,Low Risk,0
MSA102336,71,3,35477.69,1695041.44,9.1,2,59,4,Yes,Growth,SME,Medium,9,Medium Risk,0
MSA102337,67,7,13615.26,1181701.61,3.16,5,5,7,No,Growth,Government,High,0,Medium Risk,0
MSA102338,47,11,23140.92,1518539.32,19.47,5,13,13,Yes,Balanced,Private,Medium,1,Medium Risk,0
MSA102339,74,10,41338.78,1795008.1,15.86,10,32,10,No,High Growth,Government,Medium,8,Medium Risk,0
MSA102340,64,9,36336.2,2526988.81,13.16,5,16,7,No,Conservative,Government,High,7,Medium Risk,0
MSA102341,59,14,30946.18,412067.77,-1.78,4,1,11,No,Balanced,SME,Medium,3,Low Risk,1
MSA102342,53,13,32760.33,354078.12,19.21,4,13,13,Yes,Conservative,Private,High,5,Medium Risk,0
MSA102343,71,2,37916.27,1559611.29,12.29,5,54,11,No,Conservative,Self Employed,Medium,1,Medium Risk,0
MSA102344,59,3,28611.53,1614019.35,8.16,8,11,5,No,Growth,Government,High,4,Medium Risk,0
MSA102345,43,7,17252.57,685167.83,17.65,2,53,3,No,High Growth,Corporate,Low,1,Medium Risk,0
MSA102346,35,21,29344.67,2218259.39,-5.13,4,8,14,Yes,Conservative,Self Employed,Medium,4,Medium Risk,1
MSA102347,32,18,33556.54,1595858.91,-5.83,10,25,0,No,High Growth,Government,Low,6,High Risk,0
MSA102348,45,3,20495.02,294160.99,6.91,2,40,11,No,Growth,Self Employed,High,6,Low Risk,0
MSA102349,36,10,32626.06,4462607.86,-8.3,8,32,6,Yes,Balanced,Corporate,High,8,Medium Risk,0
MSA102350,43,22,17203.88,4553345.14,9.92,4,24,7,Yes,Balanced,Self Employed,Low,2,Low Risk,0
MSA102351,38,7,33997.22,1252223.15,-2.78,6,28,8,No,Growth,Self Employed,High,3,Medium Risk,0
MSA102352,44,9,14307.33,1036541.53,-6.43,2,14,1,No,Growth,Corporate,High,8,Low Risk,0
MSA102353,50,17,29912.04,2862781.18,2.28,4,45,0,No,Conservative,Corporate,High,7,High Risk,0
MSA102354,64,11,20454.06,3311594.84,3.98,6,3,3,Yes,Growth,Corporate,High,6,Medium Risk,0
MSA102355,31,7,16833.75,4912852.66,-4.89,3,36,12,Yes,Balanced,SME,High,7,Medium Risk,0
MSA102356,56,24,17224.21,2042370.86,-8.75,6,27,4,Yes,High Growth,Corporate,High,8,Medium Risk,0
MSA102357,31,14,26182.63,3356097.7,2.42,3,20,9,No,High Growth,Self Employed,High,3,Medium Risk,0
MSA102358,64,19,37394.36,4459085.18,12.79,7,47,11,Yes,High Growth,Corporate,High,4,High Risk,0
MSA102359,47,4,21992.06,2525307.24,16.23,9,15,0,No,High Growth,Government,Low,8,High Risk,0
MSA102360,43,6,12941.04,808291.47,-7.07,2,27,4,No,Growth,Corporate,Medium,6,Low Risk,0
MSA102361,49,10,28523.81,2052077.06,5.74,3,53,5,Yes,Growth,Corporate,High,3,Medium Risk,0
MSA102362,47,7,33577.46,928351.29,-2.1,9,45,2,Yes,High Growth,Private,Low,5,Low Risk,0
MSA102363,39,13,7334.42,153984.35,1.24,7,41,11,No,Growth,Self Employed,High,0,Medium Risk,0
MSA102364,54,14,23079.06,3853193.63,18.0,2,28,14,Yes,Conservative,Self Employed,Medium,0,Medium Risk,0
MSA102365,31,4,24494.38,1454177.32,0.56,5,25,6,Yes,Growth,Government,High,8,High Risk,0
MSA102366,54,8,16811.65,277659.88,0.96,3,42,13,Yes,Conservative,SME,Low,7,Medium Risk,0
MSA102367,62,5,22836.15,4388319.17,-3.72,3,44,5,Yes,Conservative,Private,Low,0,Medium Risk,0
MSA102368,65,1,13813.12,2433866.75,18.8,9,46,3,Yes,Growth,Government,Medium,1,Medium Risk,0
MSA102369,60,4,34489.26,1463258.4,3.69,8,33,2,Yes,High Growth,Government,High,3,High Risk,0
MSA102370,43,3,32471.84,1543207.36,7.11,7,46,4,Yes,Conservative,Self Employed,Low,0,Low Risk,0
MSA102371,30,9,23183.08,1267292.57,3.6,3,14,2,Yes,Growth,Private,Medium,1,Low Risk,0
MSA102372,45,8,30141.63,1123628.0,-2.41,2,8,9,No,Balanced,Self Employed,Medium,4,High Risk,1
MSA102373,32,1,26135.23,4334505.81,14.31,9,48,8,Yes,High Growth,SME,High,7,Low Risk,0
MSA102374,64,6,35242.68,1041391.59,-9.15,1,14,8,No,Balanced,Self Employed,Low,5,Medium Risk,0
MSA102375,70,9,26932.78,2987187.69,10.71,4,1,5,No,Conservative,Corporate,High,5,Low Risk,0
MSA102376,35,7,21688.74,616065.21,7.83,3,16,12,Yes,Balanced,Self Employed,High,3,Medium Risk,0
MSA102377,54,4,31483.89,4777914.81,-5.67,6,18,10,No,Growth,Corporate,High,1,Medium Risk,0
MSA102378,42,13,25152.81,3236197.83,-5.02,3,7,5,Yes,High Growth,Government,Low,2,High Risk,1
MSA102379,63,17,25380.12,4679703.93,9.78,4,15,11,Yes,Conservative,SME,Medium,5,Low Risk,0
MSA102380,37,2,11259.17,2252111.01,-0.64,9,24,13,Yes,Growth,Corporate,High,5,Medium Risk,1
MSA102381,50,5,16499.89,4256751.68,-2.03,6,49,3,No,High Growth,SME,High,4,High Risk,0
MSA102382,63,12,25499.1,4392756.67,-8.23,2,51,3,No,Conservative,Self Employed,Low,5,High Risk,0
MSA102383,33,21,17018.67,3601957.99,12.99,8,55,1,Yes,Conservative,Self Employed,High,5,Low Risk,0
MSA102384,54,8,20587.15,718549.96,16.48,3,13,9,Yes,Conservative,Government,Medium,0,Low Risk,0
MSA102385,44,6,31440.42,213204.43,14.6,5,9,3,No,Conservative,Self Employed,High,5,Medium Risk,0
MSA102386,33,8,17458.48,1097111.38,3.98,7,56,7,No,Balanced,Corporate,Medium,4,Medium Risk,0
MSA102387,74,18,28857.51,654689.95,6.02,3,56,12,Yes,Balanced,Government,High,7,Low Risk,0
MSA102388,41,3,20632.44,3807815.44,-2.73,4,15,9,No,Balanced,SME,High,8,Medium Risk,0
MSA102389,61,22,23964.53,2836344.76,-4.81,8,57,1,Yes,Conservative,Government,High,5,Medium Risk,0
MSA102390,61,12,26270.54,2777376.78,14.69,9,58,8,Yes,Balanced,SME,Medium,9,Low Risk,0
MSA102391,57,3,18125.41,1411516.14,13.95,6,35,13,Yes,High Growth,Private,High,3,Medium Risk,0
MSA102392,42,22,33738.08,945321.31,13.32,1,24,0,No,Conservative,Corporate,High,2,Medium Risk,0
MSA102393,60,6,23365.95,1207878.45,3.9,4,33,12,No,High Growth,Corporate,High,9,Medium Risk,0
MSA102394,43,2,21898.84,2103684.19,15.94,5,16,1,No,High Growth,SME,Medium,0,Medium Risk,0
MSA102395,49,23,21696.53,3900154.87,17.79,4,8,14,Yes,Balanced,Self Employed,High,6,Low Risk,0
MSA102396,47,12,31233.4,1469943.25,-0.15,5,29,1,Yes,Conservative,Self Employed,Low,4,Medium Risk,0
MSA102397,58,2,19030.87,3593442.36,-3.26,7,23,10,Yes,Balanced,Private,Medium,3,High Risk,1
MSA102398,35,6,20082.38,2534372.51,3.93,2,45,12,Yes,Balanced,SME,Low,8,Medium Risk,0
MSA102399,61,17,27187.25,4679167.2,-4.62,3,31,14,No,Balanced,Private,High,6,Low Risk,0
MSA102400,58,3,26993.62,1357160.08,16.52,6,40,13,Yes,Conservative,SME,Medium,9,Medium Risk,0
MSA102401,72,2,16838.15,2394540.58,0.14,4,49,5,Yes,Conservative,Private,Medium,7,Low Risk,0
MSA102402,31,23,26744.41,672052.6,7.29,10,54,14,Yes,Balanced,SME,High,3,Medium Risk,0
MSA102403,52,20,30882.42,1833555.06,7.84,5,55,13,No,High Growth,Corporate,Low,9,Medium Risk,0
MSA102404,48,8,14420.22,2802327.2,5.45,9,14,6,Yes,High Growth,Private,Medium,9,Medium Risk,0
MSA102405,60,22,29381.61,3706566.06,-5.3,9,59,12,Yes,Conservative,Private,Medium,7,High Risk,0
MSA102406,34,12,33161.65,1071238.74,19.73,9,53,14,Yes,Growth,SME,Medium,3,Low Risk,0
MSA102407,48,4,28509.5,1175667.04,-4.82,1,30,14,No,Balanced,Government,Medium,0,Medium Risk,0
MSA102408,63,5,32825.48,3279583.31,12.55,10,53,2,Yes,Balanced,Government,Medium,7,High Risk,0
MSA102409,39,13,27208.74,2162483.03,13.74,2,39,10,No,Growth,Corporate,High,0,Low Risk,0
MSA102410,54,15,20960.28,2500014.59,-5.65,1,27,8,Yes,Conservative,Self Employed,Medium,2,Medium Risk,0
MSA102411,31,23,29401.22,4304085.6,17.99,5,47,4,Yes,High Growth,Self Employed,Low,6,Low Risk,0
MSA102412,40,16,30838.78,2584517.34,4.63,3,16,4,Yes,Conservative,Corporate,Medium,2,High Risk,0
MSA102413,60,10,19812.08,3404686.93,8.87,3,51,10,Yes,High Growth,Self Employed,High,7,High Risk,0
MSA102414,44,23,19922.91,3446106.46,9.27,4,6,11,Yes,High Growth,SME,High,4,Medium Risk,0
MSA102415,38,16,25664.98,4192857.12,5.15,3,55,3,No,Conservative,Government,Low,2,Medium Risk,0
MSA102416,52,12,38966.72,3314816.47,-5.74,7,33,8,No,Balanced,Corporate,Medium,4,Medium Risk,0
MSA102417,48,17,26453.54,446000.64,12.55,3,44,7,Yes,Balanced,SME,Low,4,Medium Risk,0
MSA102418,38,16,39011.53,1930305.26,7.45,6,18,11,Yes,Balanced,Corporate,Low,7,Medium Risk,0
MSA102419,64,12,15650.92,5120088.11,-6.44,10,16,3,No,High Growth,Government,Low,8,High Risk,0
MSA102420,50,8,13654.86,1250068.93,11.01,5,12,3,No,Balanced,Self Employed,Low,5,Low Risk,0
MSA102421,38,20,32848.2,3011329.94,11.08,7,20,1,Yes,High Growth,SME,Medium,9,Medium Risk,0
MSA102422,57,3,33946.81,4256648.17,6.45,10,45,8,Yes,Balanced,Government,High,2,Medium Risk,0
MSA102423,36,16,14747.74,3090778.88,-7.28,2,40,2,Yes,Conservative,Corporate,High,1,Low Risk,0
MSA102424,45,13,21546.66,2004580.78,0.58,5,59,3,No,Growth,Private,Medium,2,Low Risk,0
MSA102425,45,23,27721.4,585034.39,-8.47,9,29,13,Yes,High Growth,SME,Low,8,Medium Risk,1
MSA102426,62,19,31696.05,1895962.27,4.33,9,30,6,Yes,Conservative,Corporate,Medium,6,Low Risk,0
MSA102427,33,8,30173.13,984745.18,17.19,6,26,9,Yes,High Growth,Corporate,Low,8,Low Risk,0
MSA102428,33,22,22044.81,4884052.94,-9.93,2,22,7,Yes,High Growth,Government,Low,5,High Risk,0
MSA102429,68,5,35483.14,3691410.62,-2.0,9,33,7,No,Conservative,Corporate,Medium,7,Medium Risk,0
MSA102430,69,20,35335.4,3913820.61,14.0,3,58,3,Yes,Balanced,SME,Medium,9,Low Risk,0
MSA102431,46,8,29923.14,2268615.87,-9.7,4,53,14,No,High Growth,SME,Low,8,Medium Risk,1
MSA102432,66,24,40401.71,733629.9,-9.69,4,39,6,No,Growth,Corporate,Low,2,Medium Risk,0
MSA102433,68,12,32251.69,1477308.61,8.32,5,47,9,Yes,Growth,Government,Low,6,Low Risk,0
MSA102434,58,1,42058.18,1444870.97,13.68,8,29,0,Yes,Conservative,SME,Low,8,Medium Risk,0
MSA102435,65,21,37583.17,2516064.79,13.3,8,22,5,Yes,Growth,Private,Medium,1,Medium Risk,0
MSA102436,67,20,28041.3,2461126.94,13.39,7,45,5,Yes,Conservative,Self Employed,High,6,Medium Risk,0
MSA102437,68,6,33487.29,2330369.68,0.83,1,13,5,Yes,Conservative,Government,High,4,Low Risk,0
MSA102438,66,22,24371.57,2717668.46,16.48,6,9,11,Yes,High Growth,Government,Low,7,Medium Risk,1
MSA102439,64,18,27578.66,5185508.26,-9.61,8,24,1,No,Conservative,Self Employed,High,3,Medium Risk,0
MSA102440,36,8,33325.2,1631978.47,-0.63,5,15,7,Yes,Conservative,Self Employed,High,0,Medium Risk,0
MSA102441,56,7,34939.9,3111265.34,0.12,10,36,13,No,Balanced,SME,High,9,High Risk,0
MSA102442,57,1,20095.9,1264227.33,-5.03,8,13,14,Yes,High Growth,Corporate,High,7,Medium Risk,1
MSA102443,51,21,33255.68,2467065.02,0.09,7,27,14,No,Growth,Corporate,High,5,Low Risk,0
MSA102444,43,16,26388.33,1209487.7,7.58,2,44,4,Yes,Balanced,Private,High,7,Low Risk,0
MSA102445,36,12,33122.73,3032764.56,5.61,7,37,4,Yes,Balanced,Corporate,Low,2,Medium Risk,0
MSA102446,66,6,32862.09,1431148.34,-0.42,9,7,1,Yes,High Growth,Private,Low,7,High Risk,1
MSA102447,51,20,11237.01,324341.14,12.48,4,8,3,Yes,High Growth,Private,Low,7,Medium Risk,0
MSA102448,34,2,25794.88,4101608.9,11.44,9,37,11,Yes,Balanced,Government,Medium,0,Medium Risk,0
MSA102449,31,14,14006.69,726475.8,-1.58,4,41,8,Yes,High Growth,Government,High,3,High Risk,0
MSA102450,56,4,14839.21,2093994.06,-0.3,6,14,8,Yes,High Growth,SME,High,6,Medium Risk,0
MSA102451,50,1,30143.73,2625021.17,-1.37,7,58,5,Yes,Conservative,Self Employed,Medium,0,High Risk,0
MSA102452,67,23,17880.6,2226124.0,-6.13,7,12,10,No,High Growth,Self Employed,High,2,High Risk,0
MSA102453,44,18,27783.72,3794565.53,12.58,9,36,14,No,Conservative,Private,Low,2,Medium Risk,0
MSA102454,50,13,22284.03,3018535.15,-8.61,3,52,8,No,Balanced,Self Employed,Low,5,Medium Risk,0
MSA102455,39,2,22979.01,1726807.35,-5.48,3,40,3,No,Balanced,Private,Medium,4,Medium Risk,0
MSA102456,52,9,38584.52,431999.85,-6.84,7,17,14,Yes,Growth,Self Employed,Low,6,Medium Risk,1
MSA102457,68,21,20253.74,4082224.84,14.76,3,40,10,No,High Growth,SME,Medium,2,Low Risk,0
MSA102458,34,2,38022.04,1858768.28,-8.68,5,53,0,No,Balanced,Government,Low,0,Medium Risk,1
MSA102459,30,9,29389.81,4634762.47,9.94,1,29,1,No,Conservative,Government,High,2,Medium Risk,0
MSA102460,42,1,18645.82,2142571.03,-8.67,2,27,12,Yes,Balanced,Private,Low,7,Medium Risk,1
MSA102461,50,11,22794.4,3607778.1,13.59,7,1,0,Yes,High Growth,Self Employed,Medium,4,Low Risk,0
MSA102462,55,3,32824.52,4910877.28,17.38,8,52,7,Yes,Growth,Corporate,High,2,Medium Risk,0
MSA102463,74,20,31172.14,3313214.63,4.61,2,34,8,Yes,Growth,SME,Medium,7,Low Risk,0
MSA102464,50,23,30872.59,2286996.12,14.14,3,4,9,No,Balanced,Self Employed,High,5,Medium Risk,0
MSA102465,47,4,34610.05,2899477.38,11.19,2,24,11,Yes,Growth,Corporate,High,2,Low Risk,0
MSA102466,66,18,19111.44,2867814.68,13.87,5,21,5,Yes,High Growth,SME,Low,4,Low Risk,0
MSA102467,74,23,37014.07,3106427.18,13.0,2,33,1,No,High Growth,SME,Low,0,Low Risk,0
MSA102468,61,6,33717.81,908910.93,-3.84,5,7,5,Yes,Growth,Government,High,5,Low Risk,0
MSA102469,65,3,18209.3,3674631.92,4.99,8,1,8,Yes,Conservative,Private,Low,8,Medium Risk,0
MSA102470,46,22,24082.03,851822.19,18.81,7,41,11,Yes,Growth,Self Employed,Low,6,Low Risk,0
MSA102471,64,11,29614.22,194358.58,0.31,4,3,2,Yes,Growth,SME,Medium,7,Medium Risk,0
MSA102472,40,15,28915.95,3185154.5,19.11,7,44,8,No,Balanced,Self Employed,Low,5,Medium Risk,0
MSA102473,50,22,34721.45,834589.18,7.49,9,51,1,No,Conservative,SME,High,4,Low Risk,0
MSA102474,55,5,22865.68,4035999.6,3.85,4,15,10,No,Growth,Government,Low,5,Medium Risk,0
MSA102475,33,20,14030.96,4351823.47,9.73,4,31,4,No,Balanced,Private,High,6,Medium Risk,0
MSA102476,63,10,41009.86,4823824.11,14.48,6,54,10,No,Balanced,Corporate,High,8,Medium Risk,0
MSA102477,47,12,31673.09,3503597.97,1.83,3,16,1,Yes,Balanced,Corporate,Medium,7,Low Risk,0
MSA102478,69,15,24739.0,2589252.72,-9.01,7,10,6,No,High Growth,Government,High,4,Medium Risk,0
MSA102479,64,17,34845.53,1900526.35,11.26,8,54,10,Yes,Balanced,SME,High,6,Low Risk,0
MSA102480,70,10,20749.0,2507991.22,18.69,5,29,9,Yes,Balanced,Government,Medium,7,Low Risk,0
MSA102481,58,6,20181.69,1230770.53,8.75,7,59,14,Yes,High Growth,Private,High,0,Medium Risk,0
MSA102482,58,18,38653.4,2013281.11,-4.35,7,59,8,Yes,High Growth,Corporate,Medium,7,Medium Risk,0
MSA102483,67,13,33453.77,3689527.1,-2.55,1,6,6,Yes,Balanced,Self Employed,High,6,Low Risk,0
MSA102484,71,3,17495.31,1318887.71,17.29,3,29,11,Yes,Growth,Corporate,Low,1,Low Risk,0
MSA102485,50,24,26735.35,1469425.32,-9.59,9,17,4,Yes,Conservative,Private,Medium,1,Medium Risk,0
MSA102486,71,10,35417.34,3863257.87,6.46,9,53,14,Yes,High Growth,SME,Medium,5,Medium Risk,0
MSA102487,42,14,24847.42,1048942.88,-5.24,8,22,3,Yes,Conservative,Government,High,2,Low Risk,0
MSA102488,70,6,25700.55,1512561.55,-1.52,9,24,11,No,High Growth,Corporate,Medium,0,High Risk,0
MSA102489,46,3,26462.58,292208.44,-0.79,4,17,3,Yes,Balanced,Corporate,High,7,Medium Risk,0
MSA102490,38,16,24563.49,3716714.42,-3.42,3,21,14,Yes,High Growth,Self Employed,Medium,6,Medium Risk,0
MSA102491,70,7,34833.14,3250228.65,13.77,4,51,9,Yes,Balanced,Government,Medium,3,Medium Risk,0
MSA102492,30,20,40671.98,3715284.99,-0.03,1,50,7,No,Conservative,Self Employed,Low,0,Low Risk,0
MSA102493,31,14,30765.8,1348604.42,0.36,8,11,9,Yes,Growth,Self Employed,High,1,Medium Risk,0
MSA102494,58,9,23886.82,3624255.13,3.59,10,56,12,Yes,Balanced,SME,Low,8,High Risk,0
MSA102495,62,15,21413.8,3200283.26,17.07,8,7,9,No,Conservative,Corporate,Medium,3,Medium Risk,0
MSA102496,39,21,22162.93,2096479.75,10.65,6,42,13,Yes,Conservative,Government,High,2,Medium Risk,0
MSA102497,69,3,36787.45,2333932.77,-8.15,4,39,9,Yes,High Growth,SME,Low,7,Low Risk,1
MSA102498,50,2,22835.87,3033764.49,-8.82,3,5,9,Yes,Balanced,SME,Medium,3,Medium Risk,1
MSA102499,57,2,20727.65,2693425.27,6.99,4,44,9,Yes,Conservative,SME,Low,6,Low Risk,1
MSA102500,40,3,26374.01,3266316.93,16.61,7,48,0,Yes,Growth,Private,Medium,4,Medium Risk,0
MSA102501,63,18,25519.5,1058186.91,-0.3,5,57,4,Yes,High Growth,Private,Medium,4,Medium Risk,0
MSA102502,37,14,23381.82,2943921.28,-2.57,9,21,13,No,High Growth,SME,High,5,Medium Risk,0
MSA102503,51,20,38100.07,2310219.44,12.45,9,18,1,Yes,Conservative,Private,High,3,Medium Risk,0
MSA102504,37,18,19968.45,2340692.45,8.06,2,35,12,Yes,Balanced,Government,High,1,Low Risk,0
MSA102505,44,10,29509.7,2465573.15,6.95,2,20,10,Yes,High Growth,Corporate,Medium,5,Medium Risk,0
MSA102506,46,2,31323.18,4451245.22,-5.52,7,15,8,Yes,Balanced,Government,Low,4,Medium Risk,1
MSA102507,52,22,23075.54,4251583.83,-4.72,3,5,6,No,Conservative,Corporate,High,2,Medium Risk,0
MSA102508,53,1,15099.61,3348625.31,-1.55,8,13,9,Yes,Conservative,Private,High,3,Medium Risk,1
MSA102509,74,4,37637.56,3675733.33,-3.79,6,51,7,No,Balanced,Government,High,2,Medium Risk,0
MSA102510,48,14,22161.89,454271.05,19.14,3,12,5,No,Growth,Self Employed,High,2,Low Risk,0
MSA102511,34,1,18826.37,3965726.01,-9.44,5,55,8,No,High Growth,SME,Medium,3,Medium Risk,0
MSA102512,61,14,33768.31,2483013.21,8.78,5,21,5,No,Conservative,Corporate,Low,1,Low Risk,0
MSA102513,73,16,31171.13,1698048.44,5.53,9,37,6,Yes,Growth,Corporate,Medium,3,Medium Risk,0
MSA102514,30,22,15966.86,980597.98,-0.3,1,6,6,No,Growth,Self Employed,Medium,9,Medium Risk,0
MSA102515,52,14,20070.49,665724.51,16.63,9,7,8,No,Balanced,Self Employed,Medium,1,High Risk,0
MSA102516,66,20,28628.3,304381.14,10.1,7,26,10,Yes,Balanced,SME,High,9,Medium Risk,0
MSA102517,37,3,30045.78,1007682.07,19.95,8,42,7,Yes,Balanced,Private,Low,7,Medium Risk,0
MSA102518,42,3,18806.31,425484.78,-4.94,1,48,12,No,Growth,Government,Medium,9,High Risk,0
MSA102519,37,9,27440.48,3790354.1,-7.36,7,8,0,No,High Growth,Government,Medium,4,Medium Risk,0
MSA102520,52,6,29300.32,1310671.89,-5.82,6,9,3,No,Balanced,Government,Medium,6,Medium Risk,0
MSA102521,72,13,31056.7,1939889.11,-1.92,6,27,6,No,High Growth,Private,High,3,Medium Risk,0
MSA102522,30,21,41330.1,4205622.26,2.5,8,4,10,No,Balanced,SME,High,9,High Risk,0
MSA102523,74,2,15554.55,664518.61,15.88,6,21,7,Yes,Growth,Government,Medium,5,High Risk,0
MSA102524,53,8,30322.63,4352290.45,-1.49,9,31,6,No,High Growth,Corporate,High,9,Medium Risk,0
MSA102525,64,21,19441.7,3331754.74,17.46,3,21,11,Yes,High Growth,Corporate,Low,3,High Risk,0
MSA102526,53,2,28479.05,1802692.1,3.89,8,40,2,Yes,Growth,Corporate,High,5,Medium Risk,0
MSA102527,46,4,33042.35,719332.7,9.41,3,25,14,Yes,High Growth,Self Employed,Medium,0,Low Risk,0
MSA102528,34,15,33008.96,647496.85,-2.07,8,39,3,Yes,Growth,Self Employed,Low,5,Medium Risk,0
MSA102529,49,4,8732.28,1833195.01,-5.32,9,15,11,Yes,Growth,Private,High,5,Medium Risk,0
MSA102530,50,13,14705.43,806439.76,16.08,4,53,6,Yes,Conservative,Government,Medium,1,Medium Risk,0
MSA102531,69,12,11893.28,1425877.97,-6.71,6,35,7,Yes,Balanced,Self Employed,Low,9,Medium Risk,0
